0,1,2,3,4,5,6,7,8,9,predict,label
1.1603076e-06,0.9999132,1.4870179e-07,1.2104124e-07,6.594755e-05,3.5379644e-06,6.9498865e-06,4.2028432e-06,3.1108755e-07,4.305035e-06,1,1
1.2196702e-08,2.3557956e-09,0.99999905,1.772235e-08,2.2713336e-07,7.626473e-10,1.04649615e-07,2.7711081e-07,3.1605185e-07,8.424754e-09,2,2
0.0015589624,7.501414e-06,5.3557887e-05,7.077446e-05,0.99513936,3.3216653e-05,1.8600009e-05,9.1064855e-08,0.0015589624,0.0015589624,4,4
4.0088563e-07,6.3280237e-07,2.4989085e-06,5.0794948e-05,2.9478912e-07,2.6930802e-05,0.0002636551,2.6815676e-09,0.99965465,1.734034e-07,8,8
0.22726266,0.009745006,0.00055639097,0.002258758,0.0043603047,0.020806065,0.46907097,3.4856064e-05,0.22726266,0.038642317,6,0
0.00056354277,0.000134908,3.2136213e-05,2.1896776e-05,0.0006702743,0.0005166065,6.0647024e-05,2.827624e-06,0.00013337492,0.9978638,9,9
0.0007452273,0.0027323544,0.03480821,0.0023139638,0.7765314,0.03281125,0.0038532151,0.0022522165,0.08069112,0.0632611,4,2
7.6499146e-07,8.380041e-06,8.20835e-05,3.585665e-05,0.9998584,3.338488e-06,1.787725e-07,4.7192765e-07,3.717617e-08,1.058783e-05,4,4
1.8874356e-05,0.0010490376,0.001276334,0.9812909,0.00013397416,0.012466294,3.396072e-05,0.0016264594,0.00031165138,0.0017925904,3,3
3.4983074e-08,2.3512323e-06,0.02669848,2.4167612e-06,2.8863859e-08,1.9089422e-08,3.0478377e-06,0.9732868,6.8358263e-06,2.5771886e-08,7,7
0.0061078677,0.014340875,0.016337898,0.0098370295,0.5072155,0.13745442,0.104667924,0.001301247,0.111094534,0.091642685,4,4
0.024251448,0.38768575,0.0028543123,0.015966075,0.06006616,0.025638562,0.38768575,0.042664625,0.0068662697,0.046320975,1,1
2.515825e-07,0.998514,5.4826087e-05,0.0008941948,5.8955678e-08,3.261075e-08,1.7159108e-08,0.0005337198,1.2547039e-06,1.7574757e-06,1,1
4.6808716e-05,0.017816879,5.9064474e-05,0.20654252,3.5846693e-05,0.74259585,0.006244124,0.0001017656,5.4384516e-05,0.026502758,3,3
4.022173e-05,0.005739755,0.020227747,0.0034429813,0.006506374,0.067153946,0.00074584736,0.00010213583,0.07217893,0.8238621,9,9
0.001784791,0.019397749,0.0037077272,0.000704836,0.9398002,0.0036429565,0.026195921,0.0005115633,0.0034075729,0.000846663,4,4
